Inf_UN Sus_UN F_GT G_GT
0.2296 0.3833 1.3450 7.4869
0.2415 0.5914 1.6945 3.5995
0.0529 0.6723 0.1001 3.6779
0.4752 1.0003 1.7187 3.5973
0.0000 0.3519 0.0000 2.2249
0.9233 0.4140 0.8828 0.8674
0.0452 0.5662 0.0881 2.5546
0.1988 0.4600 0.8704 3.7271
0.3884 0.4142 4.6659 1.6127
0.5338 0.3188 2.2495 1.9957
0.0000 0.5384 0.0000 1.6445
0.2785 0.6549 2.2993 5.4778
0.5313 0.5640 1.9854 1.8962
0.3511 0.3824 2.0663 6.4213
0.2320 0.5561 0.2566 2.5403
0.0000 0.2545 0.0000 0.7141
0.0299 0.0272 0.1619 0.0602
0.3759 0.5031 0.8879 2.2282
0.0000 0.4297 0.0000 1.3258
0.0000 0.0818 0.0000 0.1614
0.5209 0.4156 0.7532 1.9438
0.6474 0.1329 0.8021 1.3392
0.0000 0.3338 0.0000 2.2932
0.0000 0.4821 0.0000 3.4771
0.0000 0.0346 0.0000 0.0968
0.6622 0.1330 0.4414 1.4073
0.3104 0.5815 3.6623 6.9305
0.3150 0.4708 2.1851 6.9295
0.6226 0.7705 6.3356 10.4119
0.0000 0.1974 0.0000 0.5829
0.5253 0.2107 2.1010 0.5026
0.0988 0.6252 0.4178 6.6474
0.1671 0.4941 1.7721 5.7824
0.2366 0.3276 0.9657 2.6387
0.0000 0.8477 0.0000 1.2156
0.0000 0.9706 0.0000 1.3918
0.8199 0.0932 0.8156 0.2205
0.0000 0.1072 0.0000 0.4414
0.5073 0.4110 0.8669 2.4472
0.0000 0.3755 0.0000 2.8477
0.3144 0.3579 0.1969 0.8068
0.0000 0.2648 0.0000 1.0786
0.0000 0.2099 0.0000 0.4239
0.0000 0.5361 0.0000 3.5034
0.3076 0.4184 0.6074 2.1110
0.2959 0.5234 1.4008 2.8982
0.5831 0.5407 3.1264 2.0398
0.2722 0.6382 1.2879 3.0957
0.3365 0.6875 1.6011 2.2148
0.0000 0.9467 0.0000 2.9585
0.1025 1.1042 0.6971 5.1771
0.0000 0.7011 0.0000 2.7349
0.4288 0.5943 0.7206 3.3400
0.0000 0.0171 0.0000 0.0188
0.0000 0.5687 0.0000 2.3625
0.5646 0.4981 0.5687 1.6344
0.1411 0.6146 0.2351 1.5393
0.0000 0.9583 0.0000 2.8154
0.4793 0.6008 4.0831 6.1957
0.2399 0.6121 2.3253 5.2048
0.0000 0.1235 0.0000 0.1252
0.0000 0.8538 0.0000 0.8653
0.0000 0.0587 0.0000 0.0786
0.2384 0.3991 0.5427 2.6465
0.0000 0.7939 0.0000 1.5463
0.0000 0.6721 0.0000 0.9473
0.8826 0.2657 0.7748 0.6026
0.2579 0.7122 1.9554 6.3916
0.8190 0.0861 0.7778 0.3852
0.0000 0.3143 0.0000 2.1468
0.0652 0.5420 0.3596 0.9471
0.1595 0.6774 0.7584 5.5403
0.3274 0.6379 1.2220 2.2079
0.1815 0.5834 1.2308 0.9192
0.2291 0.8016 0.5671 2.8649
0.2380 0.5740 0.3521 1.1507
0.2852 0.7825 0.3120 1.9218
0.2740 0.4470 1.9845 9.0057
0.0000 0.1072 0.0000 0.3352
0.0000 0.3271 0.0000 1.3265
0.0000 0.4468 0.0000 1.4749
0.0000 0.0712 0.0000 0.1541
0.2514 0.5238 0.8586 7.6442
0.0000 0.3737 0.0000 2.0459
0.0000 0.2753 0.0000 0.4310
0.3577 0.4833 0.9480 3.3581
0.3763 0.5122 1.9152 3.4475
0.0000 0.6363 0.0000 0.7937
0.0000 0.9093 0.0000 7.9423
0.0000 0.6065 0.0000 1.5424
0.3226 0.5838 2.0781 4.4170
0.0000 0.4452 0.0000 0.7265
0.0000 0.4205 0.0000 1.6319
0.0000 0.0929 0.0000 0.1910
0.0000 0.3744 0.0000 3.2960
0.1982 0.5013 1.9386 1.7094
1.0110 0.3787 0.8951 1.5445
0.1465 0.4063 1.0042 1.6493
0.0000 0.3997 0.0000 0.9295
0.0000 1.3081 0.0000 1.5460
0.0000 0.9316 0.0000 1.5294
1.2633 0.6294 0.7328 0.8939
0.0000 0.7492 0.0000 0.5650
0.0000 0.9509 0.0000 0.9355
0.0086 1.1206 0.0846 2.2718
0.0000 1.1897 0.0000 0.5670
0.0000 1.9213 0.0000 0.9156
0.0000 0.1667 0.0000 0.1720
0.0000 0.6869 0.0000 1.9042
0.9115 0.4999 0.6333 0.7722
0.3964 0.5251 2.4623 3.0084
0.3039 0.5717 0.9537 4.4249
0.0000 0.3507 0.0000 1.9722
0.1022 0.5615 0.2792 1.9074
0.1997 0.6528 0.3976 1.9139
0.0000 0.5230 0.0000 1.1872
0.0480 0.2221 0.0266 0.2960
0.0000 0.4528 0.0000 1.0433
0.4227 0.4552 1.9199 2.3374
0.0000 0.5992 0.0000 2.5623
0.0422 0.2860 0.0561 0.9699
0.1860 0.5848 1.0198 1.9701
0.5272 0.4404 0.6981 0.7262
0.0000 0.7915 0.0000 3.8869
0.2826 0.4464 0.9188 1.9600
0.0000 1.0083 0.0000 1.5379
0.5542 0.4925 3.5149 2.6871
0.0000 0.4013 0.0000 0.8309
0.0000 0.4587 0.0000 1.1485
0.0000 0.6735 0.0000 3.4757
0.3351 0.3716 0.3229 0.4968
0.0000 0.2626 0.0000 0.8035
0.0000 0.2984 0.0000 0.2893
0.0132 0.8394 0.0251 1.9407
0.0000 0.1088 0.0000 0.1863
0.2922 0.6008 1.2056 3.7163
0.0116 0.6177 0.3926 2.7021
0.0000 0.3082 0.0000 0.9694
0.1488 0.5264 1.4895 3.2181
1.0086 0.2811 1.6115 0.8043
0.0000 0.4461 0.0000 2.4855
0.0000 0.4100 0.0000 1.1384
0.0902 0.7645 0.3835 4.0310
0.0000 0.4136 0.0000 0.8872
0.0000 0.6700 0.0000 1.1618
0.0000 0.2082 0.0000 0.3518
0.0000 0.1345 0.0000 0.5924
0.0000 0.4294 0.0000 0.4031
0.0000 0.6556 0.0000 2.9465
0.3904 0.5950 2.7479 2.5531
0.4144 0.7884 2.8815 4.8165
0.3113 0.9535 2.5022 5.6140
0.0000 0.5571 0.0000 1.5282
0.0000 0.8339 0.0000 1.9379
0.0000 0.0658 0.0000 0.0760
0.2118 1.1855 0.7005 4.6500
0.3138 0.9080 0.4895 1.3140
0.4082 0.6531 2.9621 1.2180
0.0000 0.2577 0.0000 0.2506
0.0000 0.6870 0.0000 0.6681
0.0000 0.0380 0.0000 0.0369
0.0913 0.6142 0.6158 3.6470
0.3368 0.6142 1.2459 2.3879
0.3957 0.8309 2.3849 2.4446
0.0000 0.1080 0.0000 0.2120
0.0000 0.5391 0.0000 0.5858
0.0000 0.1655 0.0000 0.6546
0.1199 0.4783 0.6206 0.6496
0.0000 0.8464 0.0000 1.4746
0.0000 0.5313 0.0000 0.2674
0.3373 1.1393 2.3243 4.9518
0.1449 1.0663 0.9188 3.4180
0.1638 0.9171 1.6467 5.0090
0.0000 1.2987 0.0000 2.1607
0.0000 0.9032 0.0000 6.0529
0.0000 0.7649 0.0000 0.9047
0.0137 0.7348 0.1884 2.4638
0.0000 0.5991 0.0000 2.5214
0.0000 0.7676 0.0000 0.9079
0.0000 0.6452 0.0000 1.3247
0.1004 0.5920 0.3356 1.5055
0.0000 0.5927 0.0000 1.3730
0.0000 0.8799 0.0000 2.2845
0.0000 0.5610 0.0000 2.5334
0.0000 0.7534 0.0000 2.4064
0.0000 0.8561 0.0000 1.4399
0.0091 0.8769 0.3110 7.7685
0.1746 0.9679 1.0678 5.4701
0.1273 0.7260 0.7829 4.3339
0.0545 0.7750 0.3157 4.1817
0.0000 0.9108 0.0000 5.5531
0.7184 0.4999 1.8894 1.8406
0.0758 0.6635 1.1083 4.9672
0.1844 0.4394 0.5690 2.4180
0.0000 0.5600 0.0000 4.4124
0.0000 0.5516 0.0000 1.7293
0.3473 0.5310 2.9613 1.1817
0.2665 0.6655 1.7111 3.4797
0.1613 0.5810 0.8058 3.7750
0.0000 0.4997 0.0000 0.9483
0.0359 0.1873 0.6076 0.2648
0.0496 0.7418 0.0795 1.2891
0.1428 1.1863 0.4154 1.0891
0.0000 0.5784 0.0000 0.7753
0.2569 0.6055 1.8281 2.4560
0.0000 0.6673 0.0000 1.4193
0.3508 0.8472 0.7799 2.8286
0.0000 1.1491 0.0000 3.4696
0.0000 0.2138 0.0000 0.1788
0.3191 0.3321 2.3045 0.9057
0.1749 0.8225 0.9776 5.8800
0.0000 0.5829 0.0000 0.6841
0.3951 0.2765 3.6827 0.4874
0.0000 0.6915 0.0000 1.0322
0.0933 0.9832 0.9495 3.4153
0.0000 0.1302 0.0000 0.1705
0.0000 0.7191 0.0000 2.0722
0.0000 0.3013 0.0000 0.5904
0.0000 0.4052 0.0000 0.7100
0.0000 0.1309 0.0000 0.1568
0.0000 1.4485 0.0000 0.8917
0.0248 0.5447 0.3357 1.0028
0.1530 0.6343 0.7123 1.6828
0.2424 0.4581 0.5547 0.9835
0.3399 0.4664 0.6811 1.0383
0.3429 0.4471 0.8349 0.8713
0.4882 0.9265 0.8959 2.0500
0.0000 0.2073 0.0000 0.3475
0.0000 0.4156 0.0000 0.8526
0.0000 0.5587 0.0000 0.9173
0.3039 0.6110 0.4376 0.9695
0.0000 0.9552 0.0000 3.0014
0.0220 0.4876 0.3997 1.2008
0.3789 0.5834 0.7497 0.6778
0.5060 0.6059 1.4113 1.5532
0.0000 0.6018 0.0000 1.1091
0.0000 0.1050 0.0000 0.1245
0.1551 0.7256 0.9583 1.3312
0.0000 0.8850 0.0000 2.9921
0.0000 0.7812 0.0000 2.0130
0.0000 0.8750 0.0000 1.9664
0.0000 1.2975 0.0000 0.8165
0.0447 0.6788 0.2138 1.4323
0.3658 1.1426 0.8981 1.2394
0.1482 1.1434 0.3893 2.8046
0.0000 0.3201 0.0000 0.7971
0.0000 0.7810 0.0000 1.2695
0.0000 0.9700 0.0000 4.0638
0.0000 0.8909 0.0000 2.0069
0.0000 0.1487 0.0000 0.1465
0.0000 0.3985 0.0000 0.3914
0.0000 0.1442 0.0000 0.1416
0.0488 1.0725 0.1020 3.2390
0.0000 0.3762 0.0000 0.6841
0.0000 0.7327 0.0000 2.0285
0.0000 1.0169 0.0000 4.6666
0.1505 0.8714 0.3497 3.8626
0.0000 0.0237 0.0000 0.0252
0.0000 1.1518 0.0000 0.9336
0.2273 0.6749 1.0686 2.8799
0.3271 0.8946 1.9502 3.0442
0.0000 0.4345 0.0000 0.3522
0.0387 0.5580 0.9031 1.2523
0.0000 0.9220 0.0000 1.2144
0.0000 0.7432 0.0000 2.1257
0.0000 0.7854 0.0000 1.6979
0.0000 1.0973 0.0000 0.9803
0.0000 1.1885 0.0000 2.6285
0.0000 0.2886 0.0000 0.2578
0.0000 0.3463 0.0000 0.6945
0.2212 0.4240 1.1826 1.2642
0.0000 0.0996 0.0000 0.1979
0.0000 0.2813 0.0000 0.4119
0.0000 0.6035 0.0000 0.8838
0.0000 0.8922 0.0000 0.8765
0.0000 0.5967 0.0000 0.5862
0.0000 0.4288 0.0000 0.4868
0.0000 0.7367 0.0000 1.1112
0.0831 0.8596 0.5540 3.4677
0.0000 0.8241 0.0000 0.8038
0.0000 1.0836 0.0000 1.8192
0.0262 0.8738 0.9437 2.4431
0.1881 0.8999 0.8108 1.9088
0.1392 1.2790 1.6429 2.5399
0.0000 2.3178 0.0000 1.9999
0.0000 1.2937 0.0000 3.1015
0.0000 0.3912 0.0000 0.6976
0.0000 0.5958 0.0000 1.5869
0.0000 0.7161 0.0000 0.9929
0.1597 1.6429 0.8793 1.9371
0.3047 1.4049 0.8651 1.1806
0.1271 2.1321 0.3574 1.7280
0.0677 0.8220 0.1363 1.5903
0.0000 0.4855 0.0000 0.4191
0.2318 1.0430 0.8058 2.5038
0.0000 0.9876 0.0000 1.5006
0.0000 2.0644 0.0000 1.0485
0.3026 1.0021 3.0108 4.8693
0.0000 1.0352 0.0000 5.0044
0.0009 0.1939 0.0321 0.0642
0.0444 0.4591 0.2762 0.5342
0.0000 0.7296 0.0000 1.2642
0.0000 0.4267 0.0000 0.4965
0.0306 1.4424 0.8947 3.8360
0.0000 1.1958 0.0000 2.2586
0.0000 1.7215 0.0000 2.8161
0.2938 0.7502 2.2922 1.0470
0.2365 1.3180 2.5545 3.8217
0.0000 0.6650 0.0000 0.1817
0.0000 0.6373 0.0000 1.6617
0.0000 1.3003 0.0000 1.7705
0.0053 0.9049 0.0734 2.5482
0.0000 0.8952 0.0000 1.9168
0.0000 0.9540 0.0000 1.4015
0.0000 0.7364 0.0000 0.6308
0.0000 0.8459 0.0000 1.9579
0.0000 0.5736 0.0000 0.9606
0.0000 1.3750 0.0000 0.8108
0.0000 0.6756 0.0000 1.1383
0.3183 1.1857 1.5661 0.9658
0.0000 0.8918 0.0000 0.5549
0.1922 1.8078 0.8414 2.0499
0.0000 0.4095 0.0000 1.1733
0.0000 0.0750 0.0000 0.0490
0.0000 1.1129 0.0000 1.5132
0.0201 1.0924 0.6762 2.0879
0.2822 0.9220 0.7014 1.1694
0.0000 1.1424 0.0000 1.0202
0.2171 1.3862 0.8954 3.0758
0.0000 1.5162 0.0000 1.3539
0.0000 0.9276 0.0000 0.5968
0.0000 1.0791 0.0000 0.8450
0.0000 0.0060 0.0000 0.0059
0.0000 0.3389 0.0000 0.8349
0.2304 0.4053 0.9126 0.6242
0.0000 1.2545 0.0000 0.8351
0.0000 0.8750 0.0000 2.2179
0.2249 0.7188 2.3217 2.1091
0.0000 1.2775 0.0000 2.2423
0.0000 1.1028 0.0000 2.1107
0.0000 1.7296 0.0000 2.9603
0.1717 1.2924 0.9708 2.1717
0.0000 0.7678 0.0000 0.5433
0.0000 0.9552 0.0000 1.4915
0.0000 0.5641 0.0000 0.3992
0.1101 1.9875 0.7648 5.0192
0.0000 1.7144 0.0000 0.6505
0.1067 1.5855 0.6159 1.9832
0.0000 0.9416 0.0000 1.2319
0.0000 0.1899 0.0000 0.1535
0.0000 0.5758 0.0000 1.1042
0.0000 1.3989 0.0000 0.4481
0.0000 1.7890 0.0000 4.2815
0.0000 0.3715 0.0000 0.3537
0.0000 4.1105 0.0000 0.2446
0.0196 1.3714 0.9643 2.2752
0.0000 0.9165 0.0000 1.4038
0.0000 1.4625 0.0000 0.8516
0.0000 19.8497 0.0000 0.9936
0.0000 1.7780 0.0000 0.5058
0.0000 1.5923 0.0000 0.9009
0.0000 0.0732 0.0000 0.0497
0.0000 2.3847 0.0000 1.9348
0.0000 1.1174 0.0000 1.2123
0.0000 0.8602 0.0000 1.5401
0.0000 1.1332 0.0000 1.1077
0.0000 11.3272 0.0000 0.6723
0.0000 2.5983 0.0000 0.8734
0.0944 4.4444 0.5037 3.2866
0.2033 1.5554 2.3931 3.7720
0.0000 2.9554 0.0000 3.4478
0.1351 1.4880 1.5963 3.5249
0.0107 1.5694 0.0820 1.6367
0.0000 0.3413 0.0000 0.1597
0.0000 0.5303 0.0000 0.7885
0.0185 0.6391 0.3750 0.6313
0.0000 0.8584 0.0000 0.8546
0.0000 2.7384 0.0000 1.0675
0.0000 0.2884 0.0000 0.0829
0.0000 1.0385 0.0000 0.7544
0.0140 1.7820 0.0870 3.9671
0.0000 1.5300 0.0000 0.8507
0.1375 3.1504 0.7714 1.7269
0.0000 1.0385 0.0000 0.3395
0.0000 0.0310 0.0000 0.0101
0.0000 2.8293 0.0000 0.9249
0.0000 1.5633 0.0000 2.0724
0.0000 8.9416 0.0000 0.1277
0.0000 18.1825 0.0000 0.8577
0.0071 3.4466 0.1611 1.9257
0.0933 1.5804 0.0599 0.3854
0.0000 0.2212 0.0000 0.0746
0.0000 1.9543 0.0000 1.2066
0.0000 20.9072 0.0000 0.6105
0.0000 0.3348 0.0000 0.1427
0.0000 10.6276 0.0000 0.2243
0.0000 47.2116 0.0000 0.9332
0.0000 2.5716 0.0000 0.8819
0.0206 1.7268 0.4449 0.8223
0.0000 1.9089 0.0000 1.6767
0.0285 1.7541 0.2853 4.0183
0.0000 3.9306 0.0000 0.1213
0.0000 1.6882 0.0000 1.0778
0.0000 0.1559 0.0000 0.0376
0.0000 2.7982 0.0000 0.7246
0.0000 5.4300 0.0000 0.3596
0.0000 5.3297 0.0000 0.9726
0.0000 2.9725 0.0000 4.6609
0.0000 8.8438 0.0000 0.0846
0.0000 1.4423 0.0000 0.8008
0.0000 31.1152 0.0000 0.3926
0.0000 5.7427 0.0000 0.8600
0.0000 0.9471 0.0000 0.1418
0.0000 0.3050 0.0000 0.0457
0.0000 2.6205 0.0000 3.4832
0.0000 4.1747 0.0000 0.8860
0.0000 3.7494 0.0000 0.6180
0.0000 12.8445 0.0000 0.1884
0.0000 30.7870 0.0000 0.3110
0.0000 11.2373 0.0000 0.8633
0.0000 16.4545 0.0000 0.6076
0.0000 12.9900 0.0000 0.3357
0.0000 17.4107 0.0000 0.3997
0.0000 0.8149 0.0000 0.3096
0.0000 22.7230 0.0000 0.9031
0.0000 34.6717 0.0000 0.9758
0.0000 6.5949 0.0000 0.9244
0.0000 6.0791 0.0000 0.2762
0.0000 26.1942 0.0000 0.8269
0.0000 11.6914 0.0000 0.0734
0.0000 32.1245 0.0000 0.6762
0.0000 46.7479 0.0000 0.9643
0.0000 19.2474 0.0000 0.3750
0.0000 3.2717 0.0000 0.4532
0.0000 19.8477 0.0000 0.1611
0.0000 20.6112 0.0000 0.4449
