Inf_UN Sus_UN F_GT G_GT
0.4042 0.3842 4.4846 3.7082
0.3543 0.0604 1.6526 0.3533
0.2562 0.7004 0.6950 2.2428
0.5247 0.4875 1.7472 2.0490
0.1689 0.1709 0.4416 0.4312
0.9804 0.8356 1.4456 1.2068
0.5656 0.8543 1.3994 2.4165
0.1383 0.1427 0.6373 0.6897
0.5373 0.3675 3.3351 2.1496
0.8220 0.7328 4.5286 3.1032
0.3876 0.7987 0.6160 0.9146
0.9298 0.0058 6.0351 0.0409
0.7494 0.4515 2.5883 1.7836
0.6457 0.3719 5.0269 2.6942
0.0385 0.7685 0.0804 2.1081
0.9538 0.9016 0.9715 0.8804
0.4648 0.8303 0.7423 0.9047
0.5926 0.9145 1.3105 1.9520
0.9255 0.9043 0.9291 1.3271
0.9029 0.3294 0.6774 0.2142
0.3231 0.0859 1.0343 0.1657
0.9883 0.7851 2.4062 1.5976
0.0820 0.0101 0.1155 0.0183
0.6036 0.3585 1.1742 1.2164
0.5429 0.7852 0.3205 0.4213
0.2435 0.7999 0.6180 1.7253
0.1816 0.7834 2.3202 6.9510
0.8399 0.1446 6.2523 1.5154
0.7097 0.2039 8.9909 2.3119
0.2501 0.8378 0.2583 1.4598
0.2957 0.1865 0.5093 0.7052
0.8630 0.3034 5.4774 1.9761
0.1187 0.4102 1.0096 3.5991
0.4236 0.1322 1.0900 0.5762
0.5405 0.4322 0.4707 0.7109
0.4189 0.2603 0.3648 0.4281
0.0351 0.8709 0.0278 1.7602
0.8770 0.1904 1.2283 0.1499
0.4932 0.0589 1.4450 0.1518
0.3995 0.0724 1.0700 0.2007
0.9137 0.0890 0.9340 0.0694
0.8955 0.4383 1.2620 0.1887
0.1607 0.0865 0.1437 0.0010
0.6985 0.3015 1.9732 0.8252
0.3632 0.8198 1.2318 1.7196
0.3032 0.3638 1.6591 2.1169
0.0831 0.2679 0.3908 1.2482
0.1543 0.0214 0.6713 0.0850
0.9092 0.8384 3.4818 2.6369
0.0058 0.0140 0.0151 0.0243
0.7654 0.1142 4.1119 0.4712
0.7689 0.1406 1.1458 0.2904
0.7643 0.6507 2.2625 2.5154
0.4494 0.3117 0.2811 0.2779
0.5260 0.8978 1.1680 3.4124
0.5925 0.7872 1.1843 1.9216
0.1432 0.8764 0.4201 1.6680
0.6566 0.2861 1.8486 0.8300
0.9060 0.5519 9.8121 5.6294
0.1469 0.8126 1.1351 6.7948
0.3307 0.1713 0.1658 0.1008
0.4953 0.2548 0.2484 0.1499
0.8607 0.6451 0.0907 0.2541
0.8608 0.5171 3.3207 2.0722
0.3654 0.8569 0.4548 0.4809
0.2456 0.2732 0.1214 0.0145
0.4713 0.1079 0.5257 0.1114
0.1896 0.8751 0.9849 6.1858
0.1919 0.0625 0.1684 0.0716
0.9513 0.0837 1.6548 0.3238
0.0920 0.7141 0.1078 0.8129
0.4178 0.0204 2.5228 0.1178
0.5920 0.0549 2.6979 0.1758
0.4780 0.7241 1.2036 1.3417
0.6959 0.5498 2.9982 1.8837
0.8456 0.0293 1.4798 0.0496
0.7303 0.0259 0.6497 0.0407
0.8880 0.2543 7.3730 2.9100
0.1457 0.0788 0.0806 0.0254
0.6487 0.9804 0.7367 1.6374
0.9237 0.0941 0.9094 0.1267
0.0514 0.4626 0.0454 0.4356
0.0816 0.5609 0.6341 4.1948
0.4025 0.7787 0.7058 1.7061
0.0813 0.8713 0.0716 0.8744
0.6058 0.4850 2.0685 1.7242
0.0947 0.8319 0.6114 3.0205
0.6746 0.1813 0.1669 0.0625
0.2609 0.0585 1.5725 0.3348
0.1851 0.4605 0.3002 0.7134
0.6505 0.4367 5.1385 2.8314
0.6063 0.5223 0.5310 0.3556
0.4807 0.3664 0.7841 0.7809
0.5383 0.1688 0.0623 0.0519
0.0613 0.1920 0.1701 0.6761
0.3597 0.5064 1.2772 2.2235
0.1699 0.5874 0.2060 1.0882
0.8791 0.3245 3.5786 0.8042
0.7623 0.6292 0.8434 0.6905
0.5777 0.6152 0.2738 0.3651
0.2518 0.6914 0.3429 1.6877
0.2536 0.0274 0.4558 0.0184
0.8169 0.9409 0.4191 0.8731
0.5343 0.9414 0.4794 1.2539
0.2536 0.5316 0.5337 1.3286
0.0450 0.9097 0.0301 0.2718
0.5641 0.1894 0.3777 0.0566
0.6502 0.6979 0.3252 0.6484
0.5946 0.2978 2.0108 0.6343
0.8805 0.6605 0.7443 0.4538
0.0161 0.4417 0.0809 2.2189
0.5115 0.3374 1.7757 2.0253
0.9145 0.6566 2.3158 1.1442
0.8177 0.8739 2.3804 2.2485
0.0613 0.6316 0.1733 1.1734
0.4318 0.3202 0.6588 0.3745
0.4406 0.3152 0.7188 0.2680
0.5319 0.3377 0.6043 0.1814
0.3968 0.2240 1.2241 1.1225
0.6790 0.0930 1.6913 0.3021
0.8362 0.2394 1.0624 0.5077
0.7218 0.9719 2.6532 2.2887
0.6874 0.2342 1.0542 0.1796
0.4671 0.3364 1.1231 0.4264
0.7683 0.3295 3.9014 0.9281
0.9242 0.2426 0.2676 0.2791
1.0010 0.8601 4.3575 3.6005
0.3713 0.8010 0.7492 2.3581
0.9565 0.4768 0.7744 0.1621
1.0089 0.1615 2.2120 0.3068
0.8759 0.9432 0.8986 0.7029
0.1810 0.4868 0.3487 0.4831
0.6301 0.3820 0.4637 0.0560
0.8720 0.4435 1.7309 1.2393
0.0433 0.3432 0.0377 0.0071
0.9293 0.0874 4.7744 0.5310
0.3208 0.1372 1.0298 0.7045
0.3379 0.6809 0.3613 0.8609
0.9024 0.7509 7.0069 4.2454
0.7796 0.9328 0.7176 2.7312
0.8870 0.2016 1.8446 0.4965
0.7336 0.8177 1.0690 0.8463
0.6925 0.1629 3.4468 0.7621
0.5295 0.2170 0.1589 0.3170
0.7394 0.9004 0.7175 1.1098
0.9216 0.1668 0.0093 0.0434
0.1595 0.3063 0.3031 0.5532
0.4948 0.3198 0.4332 0.0111
0.2223 0.3411 0.6519 1.1878
0.2064 0.7398 0.7553 3.3854
0.3376 0.1180 2.3337 0.6816
0.5519 0.2469 1.7232 1.5759
0.2180 0.3298 0.1656 0.3724
0.5238 0.8973 0.9494 1.9116
0.0998 0.9236 0.0684 0.4882
0.7130 0.6212 2.6517 2.7237
0.8045 0.2053 1.1503 0.4504
0.2524 0.3626 0.8237 1.3413
0.9999 0.6804 0.3063 0.0402
1.0155 0.2828 0.3111 0.0167
0.7526 0.5494 0.2305 0.0325
0.6942 0.5051 2.3220 2.6615
0.1041 0.8593 0.3665 4.0527
0.3922 0.1324 0.7132 0.4466
0.9400 0.5157 0.8145 0.4445
0.4726 0.4125 0.3708 0.0695
0.0716 0.8299 0.1082 1.3554
0.8101 0.5845 1.4440 1.1556
0.8864 0.7285 0.8874 0.9053
0.6640 0.7229 0.1594 0.1113
0.2316 0.5638 0.9699 2.7316
0.7609 0.1291 2.8581 0.4324
0.6817 0.3654 4.5476 2.0690
0.1780 0.9673 0.3855 1.1663
0.1560 0.0612 0.6790 0.3391
0.9289 0.4679 0.8125 0.0803
0.2065 0.4391 0.6851 0.8828
0.6887 0.0226 2.8989 0.0488
0.0313 0.6778 0.0273 0.1164
0.5564 0.4791 0.7161 0.2634
0.3302 0.3612 1.0175 0.5941
0.9223 0.3552 0.8932 0.1893
0.9081 0.0200 1.3391 0.0225
0.7347 0.9145 2.3015 2.2671
0.0768 0.7216 0.2155 1.8808
0.3334 0.8540 0.5554 1.1594
0.1381 0.5472 1.0172 3.9532
0.4235 0.8867 2.8039 5.4408
0.4729 0.5127 3.3308 3.2882
0.9297 0.3301 5.9002 1.8271
0.9449 0.3982 6.7637 2.3661
0.1525 0.9371 0.5084 3.9218
0.6602 0.4102 3.6723 1.5860
0.1145 0.2117 0.6202 0.6030
0.2008 0.1998 1.0563 0.6534
0.8970 0.9789 1.6652 1.2698
0.1976 0.8586 0.6759 3.2140
0.0175 0.7639 0.0925 3.3324
0.6081 0.6608 3.6513 3.1288
0.7214 0.0752 0.4381 0.0543
0.1098 0.0071 0.1175 0.0073
0.8850 0.8945 2.0381 1.0803
0.5217 0.7545 1.2702 1.5741
0.8738 0.7667 0.2973 0.6849
0.1753 0.5633 0.7201 2.9352
0.6022 0.4156 1.5041 0.9637
0.9524 0.6089 1.7947 1.4959
0.4306 0.1496 0.5741 0.2653
0.4308 0.7388 0.1101 0.4651
0.0323 0.7961 0.1463 3.6914
0.2585 0.3722 1.4331 2.8990
0.0777 0.4349 0.0115 0.2693
0.1350 0.2975 0.3769 1.0010
0.4876 0.8359 0.4600 0.5446
0.8685 0.8441 3.8073 3.2747
0.5486 0.9311 0.3976 0.3331
0.9230 0.6363 1.2959 1.0387
0.1743 0.4827 0.2212 0.9276
0.9102 0.0141 0.1760 0.0029
0.9236 0.0428 0.4266 0.0195
0.7614 0.2779 0.2224 0.1022
0.7675 0.0203 0.7090 0.0324
0.1907 0.2427 0.7288 0.5455
1.0090 0.4088 1.2388 0.9305
0.0992 0.2535 0.1915 0.5845
0.3084 0.2257 0.5161 0.4337
0.0887 0.7874 0.2354 1.5507
0.8711 0.7739 0.6061 1.0613
0.1295 0.9303 0.0948 0.6992
0.9752 0.8915 0.8757 1.4253
0.2519 0.6936 0.3568 1.1565
0.9353 0.5723 2.1341 1.5439
0.2459 0.3136 0.3558 0.8246
0.3549 0.2672 0.4528 0.4325
0.1472 0.4686 0.4893 1.5201
0.0716 0.2613 0.0820 0.3615
0.5065 0.1448 0.3647 0.0926
0.7407 0.6208 1.6767 1.7482
0.9420 0.3799 3.7189 0.8104
0.2065 0.2193 0.3640 0.2778
0.6920 0.2844 1.7471 0.5379
0.3650 0.6428 0.0459 0.5436
0.3202 0.5376 1.3115 1.3248
0.7198 0.9277 1.8918 1.4682
0.7499 0.6874 2.2282 1.4237
0.0183 0.7452 0.0301 0.6304
0.8915 0.0315 1.2200 0.0353
0.1304 0.4164 0.6120 1.5153
0.2450 0.8663 0.6720 1.3414
0.7713 0.0642 0.3523 0.0104
0.2185 0.6751 0.1198 0.2152
0.9016 0.7165 0.4943 0.2284
0.2167 0.0155 0.6721 0.0457
0.2533 0.4473 0.1494 0.2440
0.4675 0.2148 1.0695 0.3392
0.0257 0.3833 0.0969 1.8134
0.5161 0.1721 1.4105 0.6614
0.5531 0.3140 0.0780 0.2260
0.0996 0.5212 0.0414 0.2836
0.6396 0.8630 3.6538 4.0811
0.1701 0.8076 0.8512 3.5408
0.7118 0.2466 0.2960 0.1342
0.0503 0.8365 0.0833 1.9134
0.6227 0.5461 0.4995 0.3912
0.2641 0.7434 0.5882 2.9687
0.9316 0.6868 1.8114 1.0191
0.8701 0.4376 0.0299 0.0035
0.1421 0.3935 0.2485 0.3470
0.2046 0.2744 0.0070 0.0022
0.3617 0.2115 0.3627 0.2027
0.1200 0.6703 0.2329 0.8361
0.3351 0.8276 0.2039 0.8385
0.5026 0.6461 0.0184 0.4261
0.5925 0.0047 0.0217 0.0031
0.9615 0.9034 0.8816 0.4981
0.3715 0.8433 0.3406 0.4649
0.6414 0.4907 0.3402 0.4417
0.7248 0.4738 0.7704 0.8883
0.9230 0.8428 4.2140 4.4996
0.1605 0.7924 0.1128 0.4432
0.4847 0.3186 0.7103 0.7020
0.8351 0.9689 2.1700 2.4335
0.6816 0.8898 1.5775 2.8188
0.0119 0.2463 0.0560 0.8786
0.5751 0.7327 0.7336 0.5034
1.0147 0.3134 4.3803 1.1325
0.4472 0.1598 0.4433 0.2061
0.1148 0.4086 0.3548 0.5062
0.8226 0.0995 1.6250 0.0833
0.4445 0.3829 0.9573 1.0494
0.4944 0.0294 0.8005 0.0427
0.8628 0.3104 0.6810 0.3065
0.5688 0.7724 0.8230 1.1700
0.7735 0.5986 0.2304 0.1400
0.6361 0.1116 1.4778 0.3363
0.5230 0.4244 0.5993 0.0915
0.3073 0.6304 0.1593 0.8891
0.7445 0.9466 5.9261 6.1586
0.7915 0.6982 3.9552 2.2435
0.3993 0.2546 0.4252 0.3107
0.8623 0.3367 0.9639 0.2791
0.8630 0.5616 0.4871 0.4299
0.3322 0.0835 0.1784 0.0396
0.0342 0.2789 0.1495 0.7870
0.1507 0.1538 0.1553 0.1866
0.8445 0.4892 0.9171 0.8438
0.9652 0.6684 3.1255 2.0211
0.6088 0.6502 3.5648 3.3395
0.0000 0.7144 0.0000 0.0145
0.2723 0.6714 0.3105 0.9277
0.0361 0.8687 0.0682 1.0815
0.0995 0.2762 0.2737 1.2375
0.7266 0.4889 1.9723 1.3349
0.3498 0.0561 0.5757 0.0821
0.8062 0.0230 0.2598 0.0017
0.7652 0.3157 0.6742 0.2162
0.8855 0.7544 0.6585 0.7891
0.2908 0.6209 0.1323 0.0675
0.6038 0.2756 0.3317 0.2451
0.6553 0.7033 1.0670 1.0840
0.6864 0.8183 0.4921 0.3399
0.1492 0.5897 0.2984 1.4367
0.1860 0.5983 0.5080 1.6063
0.1039 0.0349 0.0653 0.0144
0.0087 0.6973 0.0138 0.6074
0.7895 0.2017 1.9133 0.3061
0.7250 0.4118 1.4796 0.3506
0.7703 0.0967 1.1102 0.0541
0.1135 0.8388 0.4415 2.7490
0.0343 0.2719 0.0494 0.1520
0.5563 0.2432 0.1715 0.0861
0.9718 0.2993 0.0480 0.0589
1.1704 0.0069 0.0683 0.0026
0.3131 0.1687 0.1896 0.1533
0.0590 0.4452 0.1219 0.7995
0.5973 0.2266 0.5162 0.0163
0.7863 0.5774 1.5192 1.2802
0.4520 0.0928 1.9809 0.4741
0.2700 0.4426 0.5407 1.0018
0.2471 0.1126 0.7399 0.3205
0.6633 0.6696 1.3095 2.7177
0.1117 0.5290 0.2930 1.2859
0.1628 0.9556 0.1558 0.4392
0.4337 0.0646 1.0792 0.0972
0.1162 0.3590 0.1112 0.1650
0.6004 0.2500 2.6117 0.7752
0.5277 0.1813 0.0205 0.1788
0.4807 0.7167 1.0825 1.6510
0.4557 0.3079 0.7222 0.4100
0.6193 0.6910 1.0165 0.5784
0.8176 0.4855 0.2716 0.3272
0.6835 0.7423 0.7260 0.4608
0.2440 0.3698 0.6158 1.3161
0.0284 0.0979 0.0413 0.1872
0.2442 0.7561 0.1639 0.0803
0.6107 0.7235 1.6728 1.8860
0.6144 0.1029 1.2153 0.2930
0.3960 0.5451 0.1294 0.4288
0.5463 0.7374 0.0691 0.4184
0.6145 0.7967 0.3688 0.4273
0.2290 0.5869 0.5095 0.9497
0.5790 0.4792 0.0474 0.4508
0.1528 0.6874 0.2213 1.0150
0.1517 0.0917 0.1365 0.0930
0.6580 0.6763 1.4623 1.3381
0.2683 0.7612 0.3238 0.7782
0.3471 0.1775 0.1639 0.0009
0.0789 0.7582 0.0685 1.2418
0.4149 0.9412 1.0335 3.1491
0.4509 0.6332 2.5584 3.3813
0.9772 0.3222 2.2672 0.5573
0.4962 0.0286 2.9451 0.1444
1.0109 0.4680 2.2090 1.1484
0.9105 0.6055 0.1259 0.1480
0.2014 0.7332 0.1104 0.3903
0.2705 0.8361 0.3150 0.9614
0.0504 0.4947 0.0054 0.3138
0.9600 0.6623 0.5495 0.6686
0.6145 0.7517 0.2816 0.1837
0.3419 0.6614 0.1970 0.4583
0.5364 0.5986 1.9800 1.8722
0.9744 0.2423 1.5255 0.2026
0.0221 0.2016 0.0505 0.1552
0.1763 0.2423 0.0798 0.0238
0.6513 0.7090 0.2948 0.0696
0.0284 0.1115 0.0129 0.0109
0.4495 0.3934 0.9955 0.2354
0.0956 0.6376 0.0071 0.5601
0.9015 0.4128 0.8857 0.8160
0.7192 0.3422 1.3463 0.5013
0.0663 0.0578 0.0773 0.0603
0.8903 0.8636 0.3210 0.1902
0.2500 0.1620 0.2335 0.2677
0.4054 0.6609 0.3773 0.3929
0.5571 0.4153 0.0177 0.0274
0.1293 0.5660 0.0721 0.3001
0.6183 0.0726 0.1059 0.0292
0.8454 0.4330 0.3572 0.2967
0.4124 0.6792 0.3735 0.9194
0.3841 0.4388 0.3829 0.3862
0.0385 0.4715 0.1075 2.0966
0.0949 0.9467 0.0789 0.4408
0.1666 0.6691 0.2651 0.2359
0.8499 0.3148 0.6912 0.0465
0.1525 0.7302 0.1335 0.1392
0.4846 0.3047 0.3464 0.0283
0.4916 0.8395 0.3563 0.4019
0.6543 0.7357 2.7434 3.2673
0.5442 0.6551 0.2897 0.1667
0.2055 0.1540 0.1769 0.1542
0.2145 0.8720 0.0296 0.2805
0.5539 0.8819 0.4164 0.7965
0.2313 0.5758 0.1739 0.5200
0.5638 0.9508 0.4238 0.8586
0.7199 0.4447 2.2968 1.1156
0.0552 0.0764 0.0602 0.1150
0.9545 0.0654 0.3496 0.0446
0.6680 0.2534 0.2939 0.0526
0.3955 0.1488 0.2167 0.0207
0.2635 0.1635 0.1083 0.1081
0.0000 0.3403 0.0000 0.0377
0.7291 0.0413 0.0155 0.0317
0.1987 0.0595 0.0625 0.0147
0.4175 0.4897 0.1119 0.1742
0.7589 0.4456 0.6353 0.0229
0.3428 0.8638 0.4196 1.0668
0.2457 0.3903 0.0607 0.0050
0.3549 0.5809 0.1198 0.5014
0.3149 0.5303 0.0881 0.0187
0.8175 0.6299 0.2265 0.0633
0.0509 0.4014 0.0103 0.3172
0.5531 0.1442 0.4005 0.0882
0.3619 0.8455 0.3029 0.2295
0.1021 0.7685 0.0207 0.0177
0.1263 0.5661 0.0433 0.4075
0.8283 0.4175 0.5633 0.1725
